PCE,HOMO_LUMO_gap,HOMO,LUMO,Voc,Jsc,CATE,CATE_var,CATE_se
7.87352360208077,-1.71302960000133,-5.44259007610715,-3.72956047610582,0.84259007610715,143.8137401623,19.2983423353187,148.791965328262,12.198031207054
2.41903251242148,-2.23403020628213,-5.17073453070792,-2.93670432442579,0.57073453070792,65.2311662925,3.50801150744399,47.6408567248333,6.90223563237545
7.23040037084275,-1.62673344699995,-5.29210204919001,-3.66536860219006,0.69210204919001,160.78287804475,-1.8310251977202,261.156699242534,16.1603434135087
3.83821988401227,-2.12961864057464,-5.35964325452196,-3.23002461394732,0.75964325452196,77.7620591839,10.8248821120615,76.7865802186447,8.76279522861539
3.98599653678925,-1.28143050044438,-4.85999714538667,-3.57856664494229,0.25999714538667,235.94779578045,-0.0265669496606592,9.74611610091309,3.12187701566111
8.84804602264159,-1.37897841173868,-5.22090023981525,-3.84192182807657,0.62090023981525,219.3174221407,-1.32488743658644,26.8112157122067,5.17795478081903
3.4526101513563,-2.29365435377471,-5.50004508675132,-3.20639073297661,0.90004508675132,59.037895073365,42.0570841197944,732.3276480077,27.0615529489292
1.81373657414539,-2.68733671800311,-5.63259118073526,-2.94525446273215,1.03259118073526,27.032946593445,23.3912477652278,487.343051391303,22.0758476936063
3.77941508246492,-1.64232032381635,-4.96794136262979,-3.32562103881344,0.36794136262979,158.086056752,-0.574125573106245,64.4472835529029,8.02790654859054
7.14460583173019,-1.43650021763053,-5.13792221704715,-3.70142199941662,0.53792221704715,204.41199612925,-4.29823616807662,123.20505267518,11.0997771452935
4.72438738741062,-1.78543010948859,-5.15732896260817,-3.37189885311958,0.55732896260817,130.46123219285,-0.140114950452714,278.815934110285,16.697782311142
6.7453124697592,-1.65448094724986,-5.26694672890531,-3.61246578165545,0.66694672890531,155.6533646876,8.64239689619601,304.635152285947,17.4538005112338
5.84657039743252,-1.61021370089988,-5.15133131340485,-3.54111761250497,0.551331313404851,163.2059963586,-2.40472181482197,45.4516568280718,6.74178439495597
5.95167117671277,-1.67961364646756,-5.20921021040792,-3.52959656394036,0.60921021040792,150.35550809045,0.760438937305429,134.300669590345,11.5888165741954
5.60521830399383,-1.94755974940617,-5.43919579612404,-3.49163604671787,0.83919579612404,102.79614282145,16.3899454289241,46.6696485060247,6.83151875544704
6.68142321166394,-1.58305782244853,-5.2053009537815,-3.62224313133297,0.6053009537815,169.88115712425,-2.16096374511605,258.906716918481,16.090578514102
4.1924268510539,-1.98286685452077,-5.26078720308986,-3.27792034856909,0.66078720308986,97.64532544975,7.08614060868976,793.177756574644,28.1634116643322
1.28043474861313,-1.57058646211936,-4.71410464480326,-3.1435181826839,0.114104644803261,172.7037291876,2.72485231211458,27.1470086290749,5.2102791315893
2.24165445551532,-2.45275189284486,-5.37734054818863,-2.92458865534377,0.77734054818863,44.38180215768,9.98020012048772,53.6707553207375,7.32603271360001
2.48197991741803,-1.95536112769953,-4.97508136172074,-3.01972023402121,0.37508136172074,101.84046328625,0.88602827637843,58.3655724776144,7.63973641414509
6.36641152706638,-1.68476408572906,-5.25780146239401,-3.57303737666495,0.65780146239401,148.952384737,4.09376047791635,523.534349147547,22.8808729979332
3.02813390705976,-1.80926673090251,-4.96817385933579,-3.15890712843328,0.36817385933579,126.58134716045,0.93397422476907,28.7012910096052,5.35735858512432
2.57372354493655,-2.14641112472116,-5.12483040016725,-2.97841927544609,0.52483040016725,75.47280648505,-2.07422767497334,36.2475111904114,6.0205906014619
1.8062341362331,-1.99380147541184,-4.89017645369031,-2.89637497827847,0.29017645369031,95.7986665857,0.0977384794739038,636.530224417047,25.2295506186109
3.55156337591649,-0.98765086386866,-4.7717547116923,-3.78410384782364,0.1717547116923,318.2427336374,0.896848791403549,0.452390595624564,0.672599877805939
6.66745046448412,-1.87469214371655,-5.49463099777267,-3.61993885405612,0.89463099777267,114.70000667645,46.3299512424417,149.023193178309,12.2075056083669
7.64803384309484,-1.26006361817374,-5.08793066000848,-3.82786704183474,0.48793066000848,241.2344229815,-1.14711746140378,27.0050916195205,5.1966423409275
3.3548980488426,-1.69315792665726,-4.94994680349708,-3.25678887683982,0.34994680349708,147.5451313414,0.90956920436998,45.2879149686144,6.72962963086487
5.4349166008725,-1.84143880783222,-5.2934169937698,-3.45197818593758,0.6934169937698,120.62740650415,1.58770566312183,517.785140713257,22.7548926763731
4.3830746501396,-2.01620066693853,-5.32929731346173,-3.3130966465232,0.72929731346173,92.49576333985,8.78321750525276,103.520784586635,10.1745164301128
1.58830121999116,-2.66795766475658,-5.46741680780839,-2.79945914305181,0.86741680780839,28.18075495287,27.9693801400344,425.439479965345,20.626184328793
3.10226593996993,-2.29343742808095,-5.40871546298647,-3.11527803490552,0.808715462986471,59.037895073365,9.83760850963681,206.414297235002,14.3671255731619
8.7180350737221,-1.60176669776323,-5.41030797942981,-3.80854128166658,0.81030797942981,165.58312837885,6.75274945713526,82.1091778537162,9.06141147138326
2.64704110584974,-2.31585004731058,-5.31611269406927,-3.00026264675869,0.71611269406927,56.888816701405,6.17974119926654,244.358878013393,15.6319825362426
1.50667956321703,-1.21409354075481,-4.69067322366717,-3.47657968291236,0.0906732236671706,255.7345634103,0.81435310842436,0.841545801554957,0.917358055262479
2.45930138907516,-1.98151996537619,-4.98762152428097,-3.00610155890478,0.38762152428097,97.64532544975,-0.600432136084845,37.1676384325229,6.09652675156296
0,-1.39711530804958,-5.47642821048582,-4.07931290243624,0,0,-2.0501823785555,1.52813281483,1.23617669239879
0.85342393493039,-2.5515743961606,-4.9609040179002,-2.4093296217396,0.3609040179002,36.393237277735,3.14364637600147,12.2104341604489,3.49434316581084
6.19496719033127,-2.0163176467388,-5.63077708903458,-3.61445944229578,1.03077708903458,92.49576333985,14.6877454457394,2526.33224209593,50.2626326618089
3.49799887218282,-1.94839783229188,-5.12370947734379,-3.17531164505191,0.52370947734379,102.79614282145,-2.1128794223485,46.8628116404551,6.84564179901747
4.68251129625532,-1.84100852686395,-5.19742092561664,-3.35641239875269,0.597420925616641,120.62740650415,-0.920017384454616,56.7842679131492,7.53553368469342
6.37470052782463,-1.29521083277398,-5.02005613445327,-3.72484530167929,0.42005613445327,233.5608477436,-2.50966549217551,39.964315905864,6.32173361554123
5.66318947278521,-1.67201015110815,-5.17428809091351,-3.50227793980536,0.57428809091351,151.7675309696,-3.9041376521204,63.3175052547407,7.95722974751519
0,-1.44841449064254,-5.48076242919348,-4.03234793855094,0,0,-3.34250587587807,2.00922228226542,1.41747038144203
9.73807938594542,-1.55024763137694,-5.44549950449327,-3.89525187311633,0.84549950449327,177.258692052,18.885996923812,165.835992505966,12.8777324287301
7.64322808133865,-1.24789046558744,-5.08000797995389,-3.83211751436645,0.48000797995389,245.06198632955,-0.0382224166714301,11.8786653188465,3.44654396734563
3.76969151037633,-1.65538926742565,-4.97389604132433,-3.31850677389868,0.37389604132433,155.16813193375,0.23662782313738,67.4250242960429,8.21127421878255
1.57561599342672,-2.15763763136936,-4.9271065018069,-2.76946887043754,0.3271065018069,74.1325247312,47.8758329408762,12825.7983720989,113.251041373132
0,-1.58612410566324,-5.67882639164095,-4.09270228597771,0,0,-0.44771921871085,0.408748935130576,0.639334759832888
0,-1.23401356110848,-5.27396914677727,-4.03995558566879,0,0,-3.32856482891728,1.32778295071423,1.1522946457891
6.7586563821379,-1.67081365734183,-5.28322454377005,-3.61241088642822,0.68322454377005,152.24551053075,1.00063211631705,113.08398558484,10.6340954286126
9.18118169291581,-1.69754626838922,-5.56341200039923,-3.86586573201001,0.96341200039923,146.6675770833,30.6547158046993,261.165586087155,16.1606183695784
8.6074263498939,-1.12327708609989,-5.0664964873392,-3.94321940123931,0.4664964873392,283.9700412991,3.58688826554131,16.9369989970675,4.11545854031693
8.42042599087437,-1.56634958395954,-5.34643650993843,-3.78008692597889,0.74643650993843,173.6156124469,8.32892421681925,262.361680004754,16.1975825358216
5.42587561611905,-1.44419863630555,-5.01304021573365,-3.5688415794281,0.41304021573365,202.1738968145,-4.27978349330561,85.1082759567093,9.22541467668036
0.398076039727379,-2.26845151878788,-4.69934962223047,-2.43089810344259,0.0993496222304698,61.666230969655,2.44382982917418,6.05002994681196,2.45968086279744
4.20449720879942,-2.27933383436896,-5.67239487741632,-3.39306104304736,1.07239487741632,60.3402249515,18.4413426263991,485.34200476923,22.030478995456
5.98022560902201,-2.05953345523943,-5.65970122059042,-3.60016776535099,1.05970122059042,86.85237944305,14.0922808058669,468.821623592653,21.6522891074513
0.281377415882734,-1.97817081328769,-4.6441381157844,-2.66596730249671,0.0441381157843999,98.11220458845,7.43755398881124,47.9108675506917,6.92176766084298
2.84518452432955,-2.07243484996861,-5.11506776092962,-3.04263291096101,0.51506776092962,85.01462775975,-1.85405835405402,47.110088866728,6.86367896005691
2.53527868923856,-1.91625012745238,-4.96083590710862,-3.04458577965624,0.36083590710862,108.1343178838,-0.311160243838315,45.4373400271292,6.74072251521521
1.16365179200468,-1.87008322159045,-4.75548626275928,-2.88540304116883,0.155486262759281,115.18040593475,-1.99349565848385,183.828896067431,13.5583515247036
3.01526229407751,-2.23789702267608,-5.31140602763084,-3.07350900495476,0.71140602763084,65.2311662925,10.2795115548531,1012.07295180138,31.8130940306249
1.65697691252085,-2.42704107800644,-5.14883936747725,-2.72179828947081,0.54883936747725,46.46423479373,10.183579067202,220.93621383025,14.8639232314436
4.65440955708894,-2.01154836837151,-5.36675543369546,-3.35520706532395,0.766755433695461,93.4233250977,13.8496325142803,232.804626202828,15.2579364988464
1.79847807365655,-2.71923410655867,-5.71710598056261,-2.99787187400394,1.11710598056261,24.77754980454,23.6977895307708,101.351026831704,10.0673247107513
8.06120894887377,-1.7785663156871,-5.5406897666616,-3.7621234509745,0.940689766661601,131.88680455015,28.3799521078423,164.2383473972,12.8155509985798
2.74428167770737,-1.59810264738385,-4.8543345562801,-3.25623190889625,0.2543345562801,166.062243802,1.75751217843778,81.1482431424402,9.00823196539922
1.8224649537981,-2.23678586960178,-5.02998334036296,-2.79319747076118,0.42998334036296,65.2311662925,22.1044144746019,592.839143390646,24.3482883051488
6.35272575404537,-1.55887503904121,-5.15731385479366,-3.59843881575245,0.55731385479366,175.43161231375,-4.70330790720093,176.424362013278,13.2824832773574
2.89596493992221,-1.12194688267261,-4.756652401693,-3.63470551902039,0.156652401693,284.514123101,0.650620597790004,1.06335695273424,1.03119200575559
5.48992131870947,-1.67455366867954,-5.15845550421212,-3.48390183553258,0.55845550421212,151.2951936795,-3.56615110853779,63.6819528654518,7.98009729674092
4.30113679907927,-1.41459975667555,-4.91520090194458,-3.50060114526903,0.31520090194458,210.01165204825,0.738861116193206,50.8335962330076,7.12976831552103
4.33539014952022,-1.88859314193978,-5.19403637365722,-3.30544323171744,0.594036373657221,112.3214588392,-1.54621971729034,12.2147821968367,3.49496526403864
5.80773672095247,-1.40976612517364,-5.02297790888966,-3.61321178371602,0.42297790888966,211.3181606601,-4.3131997969881,99.4749369013713,9.97371229289131
1.74275440882567,-2.450797910609,-5.2043365266139,-2.7535386160049,0.6043365266139,44.38180215768,30.9069862743098,1851.75015613005,43.0319666774602
1.42234141667849,-1.65071527135448,-4.73976440146882,-3.08904913011434,0.13976440146882,156.62276059885,1.23502309910074,21.9771134613928,4.68797541177348
1.88075516336175,-2.32927738816669,-5.12062439604586,-2.79134700787917,0.520624396045861,55.59750915745,14.1309545694911,505.045037905203,22.4732071121414
5.96185072649151,-1.82438131609918,-5.34227791542744,-3.51789659932826,0.74227791542744,123.6124304909,10.7564897644868,63.3967427724802,7.96220715458222
3.34295238312121,-1.78879900241199,-4.9957535817689,-3.20695457935691,0.3957535817689,130.00286507325,0.339176064099744,40.3270079399856,6.35035494598417
6.95105818892204,-1.73074531874207,-5.35880306276862,-3.62805774402655,0.75880306276862,140.98387271995,8.24435727548556,444.011239540659,21.0715742065148
1.45484193787875,-2.28336958403844,-4.97381086224426,-2.69044127820582,0.37381086224426,59.897884203495,10.6448952618657,93.1843831553543,9.65320584859529
1.45562758936292,-2.77376525154625,-5.64092657851222,-2.86716132696597,1.04092657851222,21.521759199135,18.9057519046053,20.1689362077504,4.4909838797028
5.68846895695971,-1.65437498373159,-5.16245070637315,-3.50807572264156,0.56245070637315,155.6533646876,-1.07929935470238,58.1971000618529,7.62870238388239
10.5249028483078,-1.5540616523753,-5.51855275064208,-3.96449109826678,0.91855275064208,176.3443626997,15.5995735089555,543.540208873172,23.3139488048072
2.57701286289791,-2.48552309451933,-5.55433550428732,-3.06881240976799,0.954335504287321,41.55880893021,35.3550481700658,896.992915698484,29.9498399945389
0.808983607201362,-2.89532630814275,-5.36463892996378,-2.46931262182103,0.76463892996378,16.282868036305,8.92826308378682,7.03251924030898,2.65188974889775
1.25698558304349,-2.76559194223506,-5.47033035596975,-2.70473841373469,0.87033035596975,22.227660373685,16.4930230635676,35.24607389281,5.93684039644068
2.34699152945843,-2.53336418597,-5.55321638413647,-3.01985219816647,0.95321638413647,37.893752207545,30.8551477390258,484.837054370795,22.0190157448237
2.79118059995285,-1.9289355748608,-5.00635009313375,-3.07741451827295,0.40635009313375,105.7146463971,-0.890129598814555,54.0096111387153,7.34912315441205
5.53751172324476,-1.34349115319709,-4.97556855519956,-3.63207740200247,0.37556855519956,226.92012933525,-1.04116957892404,305.815757285873,17.4875886641319
2.1897600415898,-2.40382025075935,-5.29425971958226,-2.89043946882291,0.69425971958226,48.542500662305,5.02971179336092,552.63318578972,23.5081514753866
8.52005075369229,-1.57695561491023,-5.36543756534469,-3.78848195043446,0.76543756534469,171.30892775685,7.78374888426921,237.706512830195,15.4177337125206
0,-1.19157627522417,-5.19317021788524,-4.00159394266107,0,0,-3.77610920326949,3.73380544813042,1.93230573360698
10.0150502153174,-1.78247814988741,-5.77728217627894,-3.99480402639153,1.17728217627894,130.924266486,9.25408045050307,42.9841891708795,6.55623284904369
4.55905938588639,-1.87682437997108,-5.21430673560994,-3.33748235563886,0.61430673560994,114.2187911189,-2.69929737639764,36.1623530035894,6.0135141975046
6.48077163555891,-1.72134144764349,-5.29991441603879,-3.5785729683953,0.69991441603879,142.50475862805,-1.87682090150326,217.25852056461,14.7396920105072
6.4093041880296,-1.86194969645869,-5.44561190853891,-3.58366221208022,0.84561190853891,116.65070843205,19.2571417036909,455.528027590177,21.3431025764807
2.5292654000663,-2.45069928093113,-5.47707565622557,-3.02637637529444,0.87707565622557,44.38180215768,28.902364012785,1266.1905872897,35.5835718736849
1.59713310440502,-2.35771226865213,-5.06716575095966,-2.70945348230753,0.46716575095966,52.6159847122,10.573424960775,79.5663329024059,8.9199962389233
5.32213250017823,-2.06443938350893,-5.55312421816975,-3.48868483466082,0.95312421816975,85.9377076701,33.5430515324682,195.73125454775,13.9903986557835
0,-1.76669938609597,-4.55835940175768,-2.79166001566171,0,133.7705931445,3.68574194849569,77.3481456915867,8.79477945667694
1.68871177790145,-2.56881924472667,-5.33771433004186,-2.76889508531519,0.73771433004186,35.230183065415,10.8436464740323,57.4012527332171,7.57636144420375
1.41994432639392,-1.45500100498765,-4.7094771255461,-3.25447612055845,0.109477125546101,199.61607779945,2.58525948341895,18.3505967953035,4.28375965657546
0,-1.74911887138448,-5.77280925601788,-4.0236903846334,0,0,-1.60396317607053,1.48648089077408,1.21921322613154
2.58296460385291,-2.00014173462983,-5.0191346258326,-3.01899289120277,0.4191346258326,94.84457645,-1.77475734137028,23.1653502540412,4.81303960653153
2.0565317336182,-2.48713058778852,-5.36158768058239,-2.87445709279387,0.76158768058239,41.55880893021,14.3091466964709,76.8594515947236,8.76695224092863
6.31771376789614,-1.54522554174257,-5.14434993802905,-3.59912439628648,0.54434993802905,178.6196998027,-5.66819988137165,172.223801541547,13.1234066286749
2.12975923402442,-1.76228666144259,-4.84331130972924,-3.08102464828665,0.243311309729241,134.71495196315,0.18059488156914,44.7571807166214,6.69008077056035
2.18088581357381,-1.97593498953634,-4.9405023653802,-2.96456737584386,0.3405023653802,98.57354638625,0.124959176906231,31.2206385155571,5.58754315558789
9.23164209887566,-1.51239934248356,-5.36488263094108,-3.85248328845752,0.764882630941081,185.7512509333,7.87694186820202,110.015637137738,10.4888339265019
5.33255157240422,-2.07142117716104,-5.56535932026665,-3.49393814310561,0.96535932026665,85.01462775975,28.488312548193,174.545984590398,13.2115852413856
6.20294766542235,-1.49591732304125,-5.10432965218498,-3.60841232914373,0.50432965218498,189.2915384165,-3.29182396389152,77.7760677063917,8.81907408441452
2.33198589336114,-2.24928744614895,-5.16180956958737,-2.91252212343842,0.56180956958737,63.882863332145,1.06108980462808,97.3168069797571,9.86492812846384
2.9738061058546,-2.1550633728288,-5.21370293152789,-3.05863955869909,0.61370293152789,74.5765070167,-0.233800533600712,107.453777592792,10.3659913945938
7.01368319229606,-1.70282912961038,-5.34019314609626,-3.63736401648588,0.74019314609626,145.83060339445,8.29031394237722,187.346448764348,13.687455890864
3.2523043723333,-1.44103887199713,-4.84649195988536,-3.40545308788823,0.24649195988536,203.06543801375,-1.38509026214564,36.0461456617307,6.00384424029561
3.98330596334748,-2.20415575119414,-5.49140468469063,-3.28724893349649,0.89140468469063,68.77274220765,44.9047104188802,1098.87273451943,33.1492493809352
7.61957754703471,-1.78166654690634,-5.49569124907427,-3.71402470216793,0.895691249074271,130.924266486,42.0793841892615,154.934249517396,12.44725871497
2.67356733144329,-1.85230930041951,-4.94681840484786,-3.09450910442835,0.34681840484786,118.64148573615,0.28072417980269,51.0564823023179,7.14538188638773
2.1301827568907,-1.97848780249192,-4.93414996321083,-2.95566216071891,0.33414996321083,98.11220458845,0.48858745973753,53.1015483508484,7.28708092111295
8.6716945499123,-1.79296895784087,-5.63387060823812,-3.84090165039725,1.03387060823812,129.087850775,9.90703876644491,1936.13716717376,44.0015586902755
6.4022402900802,-1.80075816373515,-5.37111302416775,-3.5703548604326,0.77111302416775,127.77959840815,7.52437401704519,112.69894586659,10.6159759733427
0,-1.31660952894777,-5.33403114265826,-4.01742161371049,0,0,-3.73747206297182,1.93065998427486,1.38948191217981
0,-1.18215981513967,-5.28521484278083,-4.10305502764116,0,0,-2.40313606994289,2.36021932870353,1.53630053332788
3.12263905268295,-2.24847962779276,-5.35228950018903,-3.10380987239627,0.75228950018903,63.882863332145,10.2646569866959,93.7474560478021,9.68232699550072
8.39161060290222,-1.20095432090467,-5.09705554345923,-3.89610122255456,0.49705554345923,259.8292193848,3.02848220389832,6.26606221905045,2.50321038249893
1.67793614562932,-2.28201811419743,-5.02797272488103,-2.7459546106836,0.42797272488103,60.3402249515,21.8052640040801,2576.68660016804,50.7610736703632
0,-1.75048323511365,-4.50786612399373,-2.75738288888008,0,137.1440476029,10.064632709769,1360.15962103435,36.8803419321778
1.12993770069219,-1.57491444801329,-4.7012355151853,-3.12632106717201,0.1012355151853,171.7786515055,1.68855260182161,12.268801137347,3.50268484699195
1.97401580772741,-1.78041437642199,-4.83120701753181,-3.05079264110982,0.23120701753181,131.40055567535,0.468194791731426,23.350218592252,4.83220638965804
1.52075972798326,-2.69882592606621,-5.49085143866789,-2.79202551260168,0.89085143866789,26.272590986265,24.5472709157045,168.65179436254,12.9866005699159
1.39439605675637,-2.80601921605261,-5.67997651810439,-2.87395730205178,1.07997651810439,19.87098613916,14.2193259654318,6.6917043548503,2.5868328811213
2.38352417309628,-2.21126376773,-5.1404237444698,-2.9291599767398,0.5404237444698,67.87857645205,0.573307676527181,113.566739333457,10.6567696481372
5.54829943844347,-1.65536930445226,-5.15030688596291,-3.49493758151065,0.55030688596291,155.16813193375,-3.35351436791928,66.3048289866351,8.14277771934339
1.5127525971176,-1.51309984994797,-4.72533828478762,-3.21223843483965,0.12533828478762,185.7512509333,2.07258670994558,16.1423226782714,4.0177509477656
3.3140998104608,-2.02454497233715,-5.15702085867555,-3.1324758863384,0.557020858675551,91.5675749599,0.877187727420739,142.666513489288,11.9443088326319
0,-1.51875024623568,-4.59480865442891,-3.07605840819323,0,184.64214047955,0.189442856065081,1.29268861604053,1.13696465030384
3.07971390698957,-2.13776164262224,-5.22063260615091,-3.08287096352867,0.62063260615091,76.3701024151,-0.0561181728965556,129.223176431497,11.3676372404954
4.50501158889765,-1.53064151244554,-4.98044211347159,-3.44980060102605,0.380442113471591,182.2447029169,0.0836769061382732,61.2027678820785,7.82321978996362
0,-1.99140633277148,-4.43130556555023,-2.43989923277875,0,96.26263980255,1.97712426925124,6.36204858846152,2.52231016896446
1.64272326273457,-2.62101549108955,-5.39970257764419,-2.77868708655464,0.79970257764419,31.61429479104,13.9155344057653,79.1381148769008,8.89596059326371
2.08982605281245,-2.3407251868162,-5.1925011322674,-2.8517759454512,0.5925011322674,54.283587493655,0.139059182776257,129.422416152007,11.3763973274498
1.68088930523917,-2.20280676964073,-4.97615804934989,-2.77335127970916,0.37615804934989,68.77274220765,27.6138434938831,1706.97418494565,41.3155441080673
2.95045370864441,-1.84822375703507,-4.98113489320737,-3.1329111361723,0.38113489320737,119.14002358375,0.396198101613135,51.7911659042216,7.19660794431804
5.43386455374823,-1.98954575295943,-5.46460580326383,-3.4750600503044,0.86460580326383,96.72489119215,40.4109750802658,426.779156972818,20.6586339570848
5.59536934335994,-1.85691989190684,-5.33202005081223,-3.47510015890539,0.73202005081223,117.63955397675,7.65097900056259,211.92307658449,14.5575779779636
2.76542849834909,-2.31342851664543,-5.34814042284129,-3.03471190619586,0.74814042284129,56.888816701405,11.9149362065793,129.301249338239,11.3710707208354
1.51878650030249,-1.68857300648806,-4.75742054988571,-3.06884754339765,0.15742054988571,148.4851049851,1.58752701774339,53.7546691489536,7.33175757570814
7.87004181622535,-1.29487535185987,-5.11859053282262,-3.82371518096275,0.51859053282262,233.5608477436,-2.35931845030193,42.2414248769096,6.49934034167388
7.01017644644352,-1.68257332141552,-5.32206239751284,-3.63948907609732,0.72206239751284,149.41761759405,-7.25482270046829,245.924104252656,15.6819674866598
4.67552161063272,-2.04186302428458,-5.40659878222028,-3.3647357579357,0.80659878222028,89.21134639885,12.8136193186643,273.323745342768,16.5325057188185
1.35831521380183,-1.28614339572001,-4.68890195174343,-3.40275855602342,0.0889019517434305,235.14559999125,1.14872398271398,2.50578322136236,1.58296658883324
0.951459936090132,-1.71358278110949,-4.70182108297119,-2.9882383018617,0.10182108297119,143.8137401623,2.07902148036406,19.0039083809965,4.35934724253488
8.78059232336366,-1.29288474482294,-5.17807144385043,-3.88518669902749,0.57807144385043,233.7705963047,2.03852709329857,14.2555106419408,3.77564704943945
3.52158850211763,-1.66800225900297,-4.95486170310051,-3.28685944409754,0.354861703100511,152.73095309355,0.964953005333163,41.1998631525653,6.41871195432271
5.73128429845409,-2.01740843037419,-5.55362515475634,-3.53621672438215,0.953625154756341,92.49576333985,34.342615227983,232.275319224157,15.2405813282879
5.80176640300923,-1.88400909976416,-5.38842061028903,-3.50441151052487,0.78842061028903,113.2530370855,8.16778943036997,109.15233702565,10.4475995819925
3.27190841427723,-1.94602304874876,-5.08753639125879,-3.14151334251003,0.48753639125879,103.28605441375,-1.44162480970247,46.4561452047516,6.81587450036689
4.69093320435185,-1.58964145726946,-5.02979309234599,-3.44015163507653,0.42979309234599,167.97606563725,-1.90715741805988,57.9943482316774,7.61540204005523
7.96582017033154,-1.63686997214772,-5.36841219651109,-3.73154222436337,0.76841219651109,159.545234108,11.49638874074,61.4037887804653,7.83605696638719
1.85830354526273,-2.0496948808264,-4.92576546323999,-2.87607058241359,0.32576546323999,87.7928611742,8.58923350020969,529.425551216196,23.0092492536414
3.51712567186898,-2.10463709707981,-5.26874876583874,-3.16411166875893,0.668748765838741,80.94172957065,1.20247603361342,651.754978134839,25.5294923203506
2.529255132409,-1.80803488351386,-4.90751798035512,-3.09948309684126,0.30751798035512,126.58134716045,-0.245173816067131,48.3734335861494,6.95510126354386
2.86354565955439,-2.43600455220673,-5.56589384312568,-3.12988929091895,0.96589384312568,45.62704067948,38.725633806347,470.911356207447,21.7004920729334
1.64944985202437,-1.90457764647795,-4.83174467786059,-2.92716703138264,0.231744677860591,109.54105878885,-0.162746039486069,75.5839252812348,8.69390161442116
4.97916971866795,-1.53056477307158,-5.02048412389707,-3.48991935082549,0.42048412389707,182.2447029169,-1.74014237635006,68.0350143812786,8.24833403671787
6.18801475562821,-1.6886210350389,-5.24138092176739,-3.55275988672849,0.64138092176739,148.4851049851,-8.23272157013088,87.45356334006,9.35166099364493
4.46516222530512,-1.17168999937288,-4.85522483091103,-3.68353483153815,0.255224830911031,269.25383918355,0.611203847170266,4.0529991529169,2.01320618738293
0.41875034378487,-2.30667062343502,-4.71157656637702,-2.404905942942,0.11157656637702,57.760344037825,2.46856291310751,4.27782180906996,2.068289585399
1.77424594643357,-2.30346580972117,-5.06918532711132,-2.76571951739015,0.46918532711132,58.19919625377,30.6914052421923,13838.1505368755,117.635668642107
2.46145688565409,-2.28657558709824,-5.23245311868382,-2.94587753158558,0.63245311868382,59.897884203495,2.98411833552636,75.8393629554838,8.70857984722445
3.78285701560244,-2.43288649713446,-5.86437272118606,-3.4314862240516,1.26437272118606,46.046051613835,14.3201110659422,15.3483513935731,3.91769720544775
3.24445247253368,-2.04309946872328,-5.16270806157669,-3.11960859285341,0.56270806157669,88.7372297955,0.347793689739968,177.92545576464,13.3388701082453
7.32974988907888,-1.49874688146452,-5.19716305948609,-3.69841617802157,0.59716305948609,188.90515452055,-2.0972234072931,49.5062093337547,7.03606490403227
1.83083680203787,-2.38676065916926,-5.16273884750573,-2.77597818833647,0.56273884750573,50.071467978285,11.2923858505405,1916.9072748998,43.782499641978
5.51363485249268,-1.60277627873414,-5.11395475819391,-3.51117847945977,0.51395475819391,165.1051792767,-5.14726274924352,101.995811713965,10.0992975851772
3.37715391505893,-1.71360477442234,-4.96140824846998,-3.24780347404764,0.36140824846998,143.8137401623,0.271545555577406,73.8714030161091,8.59484746904266
1.93352654284527,-2.57026628505652,-5.44466174562116,-2.87439546056464,0.84466174562116,35.230183065415,18.9310109038497,161.482634639933,12.707581777818
4.70957641768718,-2.22258589079447,-5.68883767175186,-3.46625178095739,1.08883767175186,66.56812080295,12.8572952777239,206.210918130456,14.3600458958339
10.4024874926625,-1.53760694707861,-5.48727724395226,-3.94967029687365,0.88727724395226,180.4369370284,41.4311207209657,841.673839648075,29.0116155987231
2.76335455645539,-2.28894294734313,-5.31524797594132,-3.02630502859819,0.71524797594132,59.460363660815,9.80021548938323,916.067872048253,30.2666131578717
3.28187186403962,-1.78619446870688,-4.9871575489919,-3.20096308028502,0.3871575489919,130.46123219285,0.369059911058114,52.5967688746916,7.25236298558557
3.18819620292664,-2.07609286930039,-5.18029196018659,-3.1041990908862,0.58029196018659,84.5563200391,-0.148715632399017,168.860507452882,12.9946337944893
0.656085413794193,-1.533522517068,-4.65567926524278,-3.12215674817478,0.0556792652427801,181.3487114777,0.571548877702429,2.64443730122279,1.62617259269205
2.81817463394438,-1.72991596656735,-4.90764230215507,-3.17772633558772,0.30764230215507,140.98387271995,0.915537116955235,64.7692663084693,8.04793553083455
3.23357583326323,-1.93070896069314,-5.07075557956506,-3.14004661887192,0.47075557956506,105.7146463971,-0.146030088614512,55.2811722017039,7.43513094717934
2.53783827156664,-2.26599527718059,-5.22890984659065,-2.96291456941006,0.62890984659065,62.10450938289,0.650940445657889,96.435341472115,9.82014976831387
3.75736960013004,-2.02709581708145,-5.23480207401369,-3.20770625693224,0.63480207401369,91.09471207265,8.0077114654393,196.859802363687,14.0306736247297
4.80344300545329,-1.8466019690927,-5.21793197560273,-3.37133000651003,0.61793197560273,119.63535987975,1.55206805733994,91.4715488663482,9.56407595465177
5.48068976652863,-1.35768606797652,-4.97669326258831,-3.61900719461179,0.37669326258831,223.92106662575,-6.28764011266761,194.984987865527,13.9637025127839
